"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","11","","CompanySuite","","","","[CompanyGetByOwnerId] Успешно",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","6","","CompanySuite","","","","[CompanyGetAll] Успешно",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","5","","ActFieldSuite","","","","[ActFieldUpdate] Ошибка выполнения запроса в репозитории",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","13","","ActFieldSuite","","","","[ActFieldDeleteById] Ошибка выполнения запроса в репозитории",""
"passed","Sun Oct 13 12:16:38 GMT 2024","Sun Oct 13 12:16:38 GMT 2024","45","","ITFinReportSuite","","","","[GetByCompany] Успех",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","16","","CompanySuite","","","","[ClassicCompanyDeleteById] Ошибка выполнения запроса в репозитории",""
"passed","Sun Oct 13 12:16:38 GMT 2024","Sun Oct 13 12:16:38 GMT 2024","41","","ITFinReportSuite","","","","[GetById] Несуществующий отчет",""
"passed","Sun Oct 13 12:16:26 GMT 2024","Sun Oct 13 12:16:26 GMT 2024","10","","StorageCompanySuite","","","","[CompanyCreate] Успех",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","4","","CompanySuite","","","","[CompanyGetAll] Ошибка получения данных в репозитории",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","13","","ActFieldSuite","","","","[ActFieldDeleteById] Успех",""
"passed","Sun Oct 13 12:16:27 GMT 2024","Sun Oct 13 12:16:27 GMT 2024","14","","FinReportSuite","","","","[FinReportCreate] Отрицательная выручка",""
"passed","Sun Oct 13 12:16:26 GMT 2024","Sun Oct 13 12:16:26 GMT 2024","11","","StorageCompanySuite","","","","[CompanyGetAll] Ошибка получения данных в репозитории",""
